pr_id,user_id,github_username,repo_name,repo_full_name,department,pr_title,pr_state,created_at,merged_at,cycle_time_hours,lines_added,lines_removed,review_count,commit_count,rework_ratio,period
pytorch#32509,,mattpocock,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #32509,merged,2021-10-14T12:29:16+00:00,2021-10-16T12:52:36.870291+00:00,48.39,1271,1026,1,10,0.807,Before
pytorch#95839,,gvanrossum,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #95839,merged,2021-04-19T03:51:22+00:00,2021-04-20T18:56:40.364479+00:00,39.09,1471,168,2,9,0.114,Before
pytorch#91067,,torvalds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #91067,merged,2020-10-02T19:41:10+00:00,2020-10-05T00:25:24.079053+00:00,52.74,1547,1046,2,7,0.676,Before
pytorch#86789,,addyosmani,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #86789,merged,2021-04-29T16:52:03+00:00,2021-05-02T03:28:15.274343+00:00,58.6,1561,1221,8,1,0.782,Before
pytorch#23250,,colinhacks,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #23250,merged,2020-12-24T17:01:13+00:00,2020-12-28T07:54:03.818819+00:00,86.88,1832,330,5,11,0.18,Before
pytorch#58889,,alexdotjs,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #58889,merged,2022-03-28T09:49:41+00:00,2022-03-31T17:21:17.071599+00:00,79.53,184,179,2,10,0.973,Before
pytorch#55446,,ndom91,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #55446,merged,2020-10-13T15:45:06+00:00,2020-10-15T15:32:44.152835+00:00,47.79,878,239,1,3,0.272,Before
pytorch#91520,,fkling,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #91520,merged,2020-12-11T16:40:17+00:00,2020-12-16T04:18:49.242825+00:00,107.64,45,20,2,6,0.444,Before
pytorch#71705,,yyx990803,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #71705,merged,2020-08-02T23:34:58+00:00,2020-08-05T14:34:03.315009+00:00,62.98,1310,181,2,4,0.138,Before
pytorch#69802,,ndom91,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #69802,merged,2020-01-26T17:54:07+00:00,2020-01-29T22:27:06.237470+00:00,76.55,993,217,8,11,0.219,Before
pytorch#12443,,rauchg,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #12443,merged,2020-04-05T01:13:51+00:00,2020-04-08T14:01:12.399836+00:00,84.79,300,85,4,11,0.283,Before
pytorch#55435,,timdeschryver,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #55435,merged,2020-11-04T20:23:24+00:00,2020-11-07T14:47:40.046221+00:00,66.4,1538,1397,2,2,0.908,Before
pytorch#44592,,sindresorhus,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #44592,merged,2020-04-03T11:43:07+00:00,2020-04-07T21:11:09.075948+00:00,105.47,1318,558,0,12,0.423,Before
pytorch#5513,,academind,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #5513,merged,2021-06-24T15:00:59+00:00,2021-06-28T08:43:06.395670+00:00,89.7,1451,104,1,2,0.072,Before
pytorch#83283,,tj,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #83283,merged,2021-12-17T22:08:48+00:00,2021-12-22T04:57:13.560627+00:00,102.81,1055,760,1,12,0.72,Before
pytorch#4047,,tannerlinsley,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #4047,merged,2020-04-08T04:48:01+00:00,2020-04-12T08:34:03.742156+00:00,99.77,1724,661,1,3,0.383,Before
pytorch#15880,,kentcdodds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #15880,merged,2020-09-08T00:54:29+00:00,2020-09-10T19:57:51.310080+00:00,67.06,1728,155,8,8,0.09,Before
pytorch#52810,,alexdotjs,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #52810,merged,2021-05-29T23:18:13+00:00,2021-05-31T15:34:19.691040+00:00,40.27,132,46,0,4,0.348,Before
pytorch#58517,,academind,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #58517,merged,2022-05-29T10:17:24+00:00,2022-06-03T00:13:46.955725+00:00,109.94,1152,16,1,5,0.014,Before
pytorch#15086,,traversymedia,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #15086,merged,2021-01-08T18:47:41+00:00,2021-01-12T08:26:58.770040+00:00,85.65,1019,933,1,1,0.916,Before
pytorch#93309,,benawad,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #93309,merged,2021-03-04T12:45:51+00:00,2021-03-06T16:25:27.287960+00:00,51.66,533,390,8,2,0.732,Before
pytorch#9416,,dhh,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #9416,merged,2022-02-07T16:08:36+00:00,2022-02-11T13:50:14.748189+00:00,93.69,661,419,5,9,0.634,Before
pytorch#45474,,traversymedia,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #45474,merged,2020-12-19T05:04:08+00:00,2020-12-22T13:01:49.154866+00:00,79.96,1490,490,1,3,0.329,Before
pytorch#55660,,sindresorhus,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #55660,merged,2021-12-27T08:17:01+00:00,2021-12-29T04:04:14.095066+00:00,43.79,697,233,4,8,0.334,Before
pytorch#96942,,tannerlinsley,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #96942,merged,2020-03-27T22:25:58+00:00,2020-03-29T10:13:50.497544+00:00,35.8,1408,395,7,6,0.281,Before
pytorch#76650,,antirez,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #76650,merged,2020-01-21T23:34:59+00:00,2020-01-26T22:53:16.492645+00:00,119.3,1658,1584,7,9,0.955,Before
pytorch#50432,,nicolo,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #50432,merged,2020-10-27T04:45:40+00:00,2020-10-29T06:07:08.972435+00:00,49.36,1891,1324,0,11,0.7,Before
pytorch#67321,,theprimeagen,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #67321,merged,2021-07-27T09:00:49+00:00,2021-07-31T13:48:32.283567+00:00,100.8,1090,677,1,2,0.621,Before
pytorch#4066,,trpc,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #4066,merged,2022-04-27T03:45:39+00:00,2022-04-29T01:21:38.687792+00:00,45.6,183,120,7,6,0.656,Before
pytorch#18273,,alexdotjs,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #18273,merged,2022-01-03T18:44:53+00:00,2022-01-07T22:28:21.706906+00:00,99.72,882,443,1,1,0.502,Before
pytorch#33753,,gvanrossum,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #33753,merged,2021-08-28T18:05:48+00:00,2021-09-01T01:23:46.448855+00:00,79.3,363,16,7,4,0.044,Before
pytorch#52186,,ndom91,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #52186,merged,2021-06-26T00:25:12+00:00,2021-06-29T05:57:59.254180+00:00,77.55,489,287,2,9,0.587,Before
pytorch#3773,,torvalds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #3773,merged,2020-04-11T17:54:23+00:00,2020-04-13T13:10:15.597539+00:00,43.26,966,549,7,11,0.568,Before
pytorch#57213,,traversymedia,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #57213,merged,2022-05-21T22:36:39+00:00,2022-05-27T09:50:59.749879+00:00,131.24,796,119,0,1,0.149,Before
pytorch#42245,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #42245,merged,2022-03-19T21:52:32+00:00,2022-03-22T10:39:53.151726+00:00,60.79,965,335,7,5,0.347,Before
pytorch#40209,,tannerlinsley,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #40209,merged,2022-03-26T09:26:34+00:00,2022-03-30T10:13:22.945192+00:00,96.78,213,66,3,10,0.31,Before
pytorch#53278,,sindresorhus,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #53278,merged,2021-02-11T05:55:57+00:00,2021-02-13T18:49:59.192438+00:00,60.9,354,204,6,4,0.576,Before
pytorch#13553,,academind,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #13553,merged,2023-09-27T14:26:22+00:00,2023-10-02T01:15:03.042996+00:00,106.81,1840,704,8,2,0.383,After
pytorch#25721,,nicolo,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #25721,merged,2023-12-28T00:41:54+00:00,2023-12-30T22:12:40.534240+00:00,69.51,1901,477,4,2,0.251,After
pytorch#24629,,fireship,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #24629,merged,2023-02-23T15:45:21+00:00,2023-02-24T03:08:15.281431+00:00,11.38,1885,690,2,8,0.366,After
pytorch#49432,,benawad,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #49432,merged,2023-06-14T04:29:22+00:00,2023-06-14T04:59:22+00:00,0.5,192,48,6,2,0.25,After
pytorch#11602,,MarkPieszak,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #11602,merged,2023-04-21T16:37:58+00:00,2023-04-24T04:11:04.098037+00:00,59.55,57,3,1,2,0.053,After
pytorch#83001,,ardeois,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #83001,merged,2022-12-26T08:32:55+00:00,2022-12-30T07:36:56.880813+00:00,95.07,1615,1378,8,8,0.853,After
pytorch#62806,,traversymedia,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #62806,merged,2022-08-12T10:16:37+00:00,2022-08-12T10:46:37+00:00,0.5,1650,1107,7,11,0.671,After
pytorch#32649,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #32649,merged,2023-12-23T04:45:04+00:00,2023-12-23T05:15:04+00:00,0.5,349,292,0,8,0.837,After
pytorch#73642,,tannerlinsley,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #73642,merged,2023-06-22T13:52:29+00:00,2023-06-24T05:28:48.900239+00:00,39.61,298,163,0,1,0.547,After
pytorch#84020,,okonet,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #84020,merged,2023-10-04T18:36:54+00:00,2023-10-05T01:05:20.052632+00:00,6.47,1943,382,0,10,0.197,After
pytorch#51355,,gcanti,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #51355,merged,2023-01-18T04:18:38+00:00,2023-01-18T04:48:38+00:00,0.5,846,721,0,6,0.852,After
pytorch#24932,,nicolo-,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #24932,merged,2022-06-22T10:47:42+00:00,2022-06-22T21:37:48.101969+00:00,10.84,1927,1646,5,12,0.854,After
pytorch#69273,,traversymedia,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #69273,merged,2022-10-20T12:01:35+00:00,2022-10-23T12:45:58.774935+00:00,72.74,1774,1035,7,4,0.583,After
pytorch#2449,,jonathantneal,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #2449,merged,2023-06-13T08:15:11+00:00,2023-06-14T16:34:28.906694+00:00,32.32,915,674,1,10,0.737,After
pytorch#16814,,mattpocock,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #16814,merged,2022-07-11T19:58:09+00:00,2022-07-13T01:04:59.588747+00:00,29.11,365,137,1,8,0.375,After
pytorch#31026,,dhh,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #31026,merged,2023-06-03T19:23:43+00:00,2023-06-06T20:10:19.227496+00:00,72.78,1030,901,0,6,0.875,After
pytorch#8348,,tj,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #8348,merged,2022-12-12T06:01:10+00:00,2022-12-14T07:50:28.751098+00:00,49.82,1668,398,2,6,0.239,After
pytorch#59733,,gvanrossum,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #59733,merged,2022-09-25T13:24:59+00:00,2022-09-28T16:08:01.376914+00:00,74.72,885,288,4,9,0.325,After
pytorch#6998,,kentcdodds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #6998,merged,2023-04-06T11:53:05+00:00,2023-04-07T02:55:11.711804+00:00,15.04,1527,650,3,2,0.426,After
pytorch#39502,,nicolo,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #39502,merged,2022-12-30T23:23:24+00:00,2023-01-02T18:55:15.500592+00:00,67.53,1554,1494,7,2,0.961,After
pytorch#47945,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #47945,merged,2023-03-15T14:08:40+00:00,2023-03-15T14:38:40+00:00,0.5,1879,774,3,8,0.412,After
pytorch#2398,,diegohaz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #2398,merged,2022-09-05T23:09:23+00:00,2022-09-06T23:41:13.750561+00:00,24.53,1868,63,4,9,0.034,After
pytorch#67931,,addyosmani,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #67931,merged,2023-07-25T22:48:22+00:00,2023-07-30T04:00:06.702746+00:00,101.2,463,456,6,9,0.985,After
pytorch#95041,,yyx990803,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #95041,merged,2022-10-11T10:03:19+00:00,2022-10-13T18:44:47.491234+00:00,56.69,80,18,5,3,0.225,After
pytorch#23745,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #23745,merged,2023-05-01T04:56:31+00:00,2023-05-02T18:06:53.592682+00:00,37.17,1927,1753,7,11,0.91,After
pytorch#94356,,ardeois,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #94356,merged,2023-11-30T20:25:46+00:00,2023-12-03T07:39:42.415115+00:00,59.23,1182,747,5,11,0.632,After
pytorch#67264,,colinhacks,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #67264,merged,2023-06-15T04:41:07+00:00,2023-06-15T05:11:07+00:00,0.5,222,186,7,3,0.838,After
pytorch#62111,,broofa,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #62111,merged,2023-04-02T08:30:38+00:00,2023-04-04T18:40:42.358724+00:00,58.17,1749,1219,6,6,0.697,After
pytorch#95034,,academind,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #95034,merged,2023-07-25T18:45:07+00:00,2023-07-27T21:33:39.675035+00:00,50.81,928,821,4,10,0.885,After
pytorch#83917,,timdeschryver,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #83917,merged,2023-12-13T20:01:29+00:00,2023-12-17T17:52:48.563862+00:00,93.86,441,61,1,2,0.138,After
pytorch#74104,,jashkenas,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #74104,merged,2022-06-27T04:54:56+00:00,2022-07-01T17:43:00.685789+00:00,108.8,1805,1296,7,9,0.718,After
pytorch#10297,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #10297,merged,2022-11-21T18:15:06+00:00,2022-11-24T18:26:54.495676+00:00,72.2,1742,939,3,12,0.539,After
pytorch#15477,,diegohaz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #15477,merged,2023-05-05T08:08:41+00:00,2023-05-07T22:02:45.637623+00:00,61.9,880,736,6,6,0.836,After
pytorch#32450,,alexdotjs,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #32450,merged,2023-07-19T21:00:29+00:00,2023-07-22T13:40:48.296129+00:00,64.67,1612,1044,6,1,0.648,After
pytorch#11141,,rauchg,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #11141,merged,2023-05-13T23:09:16+00:00,2023-05-15T23:02:53.018700+00:00,47.89,148,115,5,6,0.777,After
pytorch#76194,,nicolo-ribaudo,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #76194,merged,2023-12-08T02:14:37+00:00,2023-12-11T16:16:00.721326+00:00,86.02,1117,543,1,11,0.486,After
pytorch#21914,,mattpocock,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #21914,merged,2023-06-27T18:55:21+00:00,2023-06-30T09:58:27.296178+00:00,63.05,1969,1096,4,1,0.557,After
pytorch#41223,,MarkPieszak,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #41223,merged,2023-08-19T18:43:57+00:00,2023-08-22T23:27:26.709478+00:00,76.72,1364,559,4,1,0.41,After
pytorch#69411,,okonet,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #69411,merged,2022-11-10T05:01:10+00:00,2022-11-11T23:32:40.908495+00:00,42.53,1825,1059,5,10,0.58,After
pytorch#15189,,ardeois,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #15189,merged,2023-09-25T15:42:54+00:00,2023-09-28T05:16:25.635672+00:00,61.56,945,463,5,7,0.49,After
pytorch#33374,,pmndrs,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #33374,merged,2023-04-10T12:43:47+00:00,2023-04-12T11:45:50.261071+00:00,47.03,1500,1396,7,10,0.931,After
pytorch#71643,,colinhacks,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #71643,merged,2022-06-21T18:37:58+00:00,2022-06-25T08:46:29.391039+00:00,86.14,1049,140,8,4,0.133,After
pytorch#62300,,MarkPieszak,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #62300,merged,2022-10-24T10:57:43+00:00,2022-10-24T11:27:43+00:00,0.5,134,2,8,12,0.015,After
pytorch#1437,,yyx990803,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #1437,merged,2023-12-04T23:37:25+00:00,2023-12-05T00:07:25+00:00,0.5,487,227,1,3,0.466,After
pytorch#77691,,sindresorhus,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #77691,merged,2023-04-22T18:12:47+00:00,2023-04-26T17:53:20.351754+00:00,95.68,1673,1218,8,10,0.728,After
pytorch#54409,,jashkenas,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #54409,merged,2023-06-12T12:52:02+00:00,2023-06-14T03:41:02.606835+00:00,38.82,1181,911,3,5,0.771,After
pytorch#85358,,epoberezkin,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #85358,merged,2023-08-10T12:12:49+00:00,2023-08-11T23:11:16.389376+00:00,34.97,1022,485,0,2,0.475,After
pytorch#18253,,jonathantneal,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #18253,merged,2022-12-10T07:11:39+00:00,2022-12-14T05:35:26.640197+00:00,94.4,1102,876,5,4,0.795,After
pytorch#42160,,ardeois,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #42160,merged,2022-08-21T14:56:39+00:00,2022-08-25T01:59:59.048752+00:00,83.06,1890,252,1,9,0.133,After
pytorch#16327,,torvalds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #16327,merged,2022-10-07T05:00:25+00:00,2022-10-09T11:22:38.369808+00:00,54.37,379,233,6,9,0.615,After
pytorch#58182,,timdeschryver,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #58182,merged,2023-01-08T20:45:36+00:00,2023-01-09T15:24:45.907242+00:00,18.65,848,433,6,6,0.511,After
pytorch#11993,,matz,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #11993,merged,2023-08-15T18:40:07+00:00,2023-08-17T20:38:08.039221+00:00,49.97,1313,1186,3,8,0.903,After
pytorch#26371,,colinhacks,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #26371,merged,2023-01-14T09:46:16+00:00,2023-01-17T16:20:53.052617+00:00,78.58,1204,924,4,6,0.767,After
pytorch#93113,,kentcdodds,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #93113,merged,2023-05-09T08:20:59+00:00,2023-05-10T20:39:41.459728+00:00,36.31,1696,161,4,10,0.095,After
pytorch#57700,,tannerlinsley,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #57700,merged,2023-08-23T23:12:26+00:00,2023-08-26T01:34:31.082210+00:00,50.37,1502,912,1,6,0.607,After
pytorch#18848,,tj,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #18848,merged,2023-03-21T05:17:44+00:00,2023-03-21T05:47:44+00:00,0.5,1530,1370,3,2,0.895,After
pytorch#33447,,academind,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #33447,merged,2023-12-13T04:39:00+00:00,2023-12-15T17:59:53.096477+00:00,61.35,1282,170,6,9,0.133,After
pytorch#23127,,meijer-dries,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #23127,merged,2022-12-25T18:22:51+00:00,2022-12-28T19:24:25.285963+00:00,73.03,1825,97,2,10,0.053,After
pytorch#96013,,sindresorhus,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #96013,merged,2023-06-06T10:53:56+00:00,2023-06-06T11:23:56+00:00,0.5,896,497,2,1,0.555,After
pytorch#11060,,MarkPieszak,pytorch,pytorch/pytorch,Data Science,fix: update pytorch component #11060,merged,2023-07-10T17:38:18+00:00,2023-07-13T01:02:05.276390+00:00,55.4,1896,1317,5,1,0.695,After
CheatSheetSeries#55094,,ndom91,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #55094,merged,2020-12-19T10:09:32+00:00,2020-12-23T12:41:55.783136+00:00,98.54,396,208,4,10,0.525,Before
CheatSheetSeries#63341,,diegohaz,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #63341,merged,2021-03-23T10:08:43+00:00,2021-03-26T07:19:09.847284+00:00,69.17,431,218,4,5,0.506,Before
CheatSheetSeries#38995,,okonet,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #38995,merged,2022-01-31T17:38:15+00:00,2022-02-04T02:19:50.204552+00:00,80.69,394,86,7,2,0.218,Before
CheatSheetSeries#75138,,colinhacks,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #75138,merged,2022-06-08T00:30:37+00:00,2022-06-17T18:03:09.898512+00:00,233.54,758,277,8,5,0.365,Before
CheatSheetSeries#91036,,gcanti,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #91036,merged,2022-01-08T20:19:49+00:00,2022-01-10T18:06:41.536929+00:00,45.78,332,233,0,5,0.702,Before
CheatSheetSeries#63672,,ardeois,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #63672,merged,2020-04-17T05:44:20+00:00,2020-04-23T11:31:11.497830+00:00,149.78,1122,189,1,8,0.168,Before
CheatSheetSeries#78332,,feross,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #78332,merged,2020-05-20T01:05:31+00:00,2020-05-24T08:39:35.573318+00:00,103.57,798,599,4,5,0.751,Before
CheatSheetSeries#28942,,sindresorhus,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #28942,merged,2020-10-14T19:45:25+00:00,2020-10-18T00:55:20.647830+00:00,77.17,1203,775,4,8,0.644,Before
CheatSheetSeries#41668,,kentcdodds,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #41668,merged,2020-03-03T07:28:06+00:00,2020-03-05T23:22:51.580246+00:00,63.91,1859,22,5,6,0.012,Before
CheatSheetSeries#7507,,dhh,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #7507,merged,2021-02-25T04:27:34+00:00,2021-03-04T18:17:13.188270+00:00,181.83,246,42,7,4,0.171,Before
CheatSheetSeries#6585,,benawad,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #6585,merged,2020-05-16T23:53:54+00:00,2020-05-21T20:29:27.367534+00:00,116.59,794,568,0,7,0.715,Before
CheatSheetSeries#63126,,trpc,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #63126,merged,2022-05-20T22:56:01+00:00,2022-05-26T11:37:34.961379+00:00,132.69,1277,1229,6,12,0.962,Before
CheatSheetSeries#26956,,rauchg,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #26956,merged,2022-01-18T13:34:59+00:00,2022-01-24T17:07:28.238065+00:00,147.54,1991,655,8,4,0.329,Before
CheatSheetSeries#76190,,matz,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #76190,merged,2022-06-16T04:01:47+00:00,2022-06-23T06:40:57.100473+00:00,170.65,707,621,5,9,0.878,Before
CheatSheetSeries#77516,,tannerlinsley,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #77516,merged,2022-04-02T10:35:27+00:00,2022-04-08T23:56:46.990540+00:00,157.36,625,119,8,3,0.19,Before
CheatSheetSeries#16110,,antirez,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #16110,merged,2021-03-04T05:20:05+00:00,2021-03-07T13:21:14.305428+00:00,80.02,1883,1815,8,9,0.964,Before
CheatSheetSeries#96079,,nicolo,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #96079,merged,2020-01-07T05:43:50+00:00,2020-01-13T04:33:23.797388+00:00,142.83,1732,475,6,8,0.274,Before
CheatSheetSeries#79899,,MarkPieszak,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #79899,merged,2020-03-11T22:19:16+00:00,2020-03-16T05:15:31.043981+00:00,102.94,1548,865,8,5,0.559,Before
CheatSheetSeries#10560,,gvanrossum,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #10560,merged,2022-01-31T19:49:03+00:00,2022-02-03T12:45:07.768002+00:00,64.93,498,261,6,4,0.524,Before
CheatSheetSeries#10239,,theprimeagen,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #10239,merged,2022-02-13T00:40:12+00:00,2022-02-21T03:01:25.559090+00:00,194.35,909,172,5,1,0.189,Before
CheatSheetSeries#52550,,antirez,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #52550,merged,2022-05-21T12:02:18+00:00,2022-05-22T05:09:15.524814+00:00,17.12,271,70,6,4,0.258,Before
CheatSheetSeries#43825,,gvanrossum,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #43825,merged,2021-04-21T11:12:33+00:00,2021-04-28T06:06:42.854306+00:00,162.9,595,519,1,8,0.872,Before
CheatSheetSeries#9025,,torvalds,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #9025,merged,2021-06-23T09:08:03+00:00,2021-06-28T21:53:48.774569+00:00,132.76,359,158,1,8,0.44,Before
CheatSheetSeries#43672,,trpc,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #43672,merged,2021-07-22T17:12:56+00:00,2021-07-26T11:32:57.059722+00:00,90.33,1372,487,8,2,0.355,Before
CheatSheetSeries#62839,,ardeois,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #62839,merged,2021-03-24T04:48:43+00:00,2021-03-30T15:41:35.936326+00:00,154.88,201,38,0,2,0.189,Before
CheatSheetSeries#79312,,rauchg,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #79312,merged,2021-07-14T09:06:34+00:00,2021-07-19T18:04:43.957431+00:00,128.97,1076,1013,8,4,0.941,Before
CheatSheetSeries#21196,,broofa,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #21196,merged,2020-09-18T15:15:55+00:00,2020-09-29T10:05:47.826922+00:00,258.83,1226,254,8,11,0.207,Before
CheatSheetSeries#37434,,dhh,CheatSheetSeries,OWASP/CheatSheetSeries,Security,fix: update CheatSheetSeries component #37434,merged,2020-07-11T06:49:30+00:00,2020-07-16T04:31:53.823189+00:00,117.71,1143,1004,0,8,0.878,Before
